image,w,h,sqrt_area,best_iou,conf,hit
0000116_00351_d_0000083.jpg,13,16,14.42,0.0,0.0,0
0000116_00351_d_0000083.jpg,17,27,21.42,0.7897,0.4077,1
0000116_00351_d_0000083.jpg,17,30,22.58,0.4765,0.2843,0
0000116_00351_d_0000083.jpg,16,30,21.91,0.57,0.1704,1
0000116_00351_d_0000083.jpg,15,22,18.17,0.2673,0.5279,0
0000116_00351_d_0000083.jpg,12,17,14.28,0.0,0.0,0
0000116_00351_d_0000083.jpg,12,17,14.28,0.0,0.0,0
0000116_00351_d_0000083.jpg,8,13,10.2,0.0,0.0,0
0000116_00351_d_0000083.jpg,13,22,16.91,0.0,0.0,0
0000116_00351_d_0000083.jpg,8,22,13.27,0.0,0.0,0
0000116_00351_d_0000083.jpg,7,23,12.69,0.0,0.0,0
0000116_00351_d_0000083.jpg,11,17,13.67,0.0,0.0,0
0000116_00351_d_0000083.jpg,7,17,10.91,0.0,0.0,0
0000116_00351_d_0000083.jpg,7,12,9.17,0.0,0.0,0
0000116_00351_d_0000083.jpg,10,13,11.4,0.0,0.0,0
0000116_00351_d_0000083.jpg,7,17,10.91,0.0,0.0,0
0000116_00351_d_0000083.jpg,6,16,9.8,0.0,0.0,0
0000116_00351_d_0000083.jpg,6,15,9.49,0.0,0.0,0
0000116_00351_d_0000083.jpg,5,11,7.42,0.0,0.0,0
0000116_00351_d_0000083.jpg,5,14,8.37,0.0,0.0,0
0000116_00819_d_0000084.jpg,18,39,26.5,0.6983,0.5114,1
0000116_00819_d_0000084.jpg,16,41,25.61,0.7746,0.6182,1
0000116_00819_d_0000084.jpg,10,17,13.04,0.0,0.0,0
0000116_00819_d_0000084.jpg,11,17,13.67,0.0,0.0,0
0000116_00819_d_0000084.jpg,9,21,13.75,0.0,0.0,0
0000116_00819_d_0000084.jpg,9,23,14.39,0.0,0.0,0
0000116_00819_d_0000084.jpg,7,15,10.25,0.0,0.0,0
0000116_00819_d_0000084.jpg,7,14,9.9,0.0,0.0,0
0000116_00819_d_0000084.jpg,6,10,7.75,0.0,0.0,0
0000116_00819_d_0000084.jpg,11,14,12.41,0.1648,0.1731,0
0000116_00819_d_0000084.jpg,11,21,15.2,0.0,0.0,0
0000116_00819_d_0000084.jpg,22,25,23.45,0.0,0.0,0
0000116_01059_d_0000085.jpg,15,29,20.86,0.0,0.0,0
0000116_01059_d_0000085.jpg,15,30,21.21,0.0,0.0,0
0000116_01059_d_0000085.jpg,13,42,23.37,0.818,0.7408,1
0000116_01059_d_0000085.jpg,11,30,18.17,0.0985,0.2985,0
0000116_01059_d_0000085.jpg,9,25,15.0,0.3163,0.3125,0
0000116_01059_d_0000085.jpg,10,37,19.24,0.6552,0.162,1
0000116_01059_d_0000085.jpg,9,26,15.3,0.3987,0.1555,0
0000116_01059_d_0000085.jpg,12,32,19.6,0.7631,0.1624,1
0000116_01059_d_0000085.jpg,11,25,16.58,0.6723,0.2853,1
0000116_01059_d_0000085.jpg,14,25,18.71,0.0,0.0,0
0000116_01059_d_0000085.jpg,6,19,10.68,0.0,0.0,0
0000116_01059_d_0000085.jpg,8,20,12.65,0.0,0.0,0
0000116_01059_d_0000085.jpg,12,23,16.61,0.0,0.0,0
0000116_01059_d_0000085.jpg,13,23,17.29,0.0,0.0,0
0000116_01059_d_0000085.jpg,8,21,12.96,0.0,0.0,0
0000116_01059_d_0000085.jpg,9,18,12.73,0.0,0.0,0
0000116_01059_d_0000085.jpg,8,20,12.65,0.0,0.0,0
0000116_01059_d_0000085.jpg,11,16,13.27,0.0,0.0,0
0000116_01059_d_0000085.jpg,9,20,13.42,0.0,0.0,0
0000116_01059_d_0000085.jpg,9,21,13.75,0.0,0.0,0
0000116_01059_d_0000085.jpg,10,21,14.49,0.0,0.0,0
0000116_01059_d_0000085.jpg,7,20,11.83,0.0,0.0,0
0000116_01059_d_0000085.jpg,7,19,11.53,0.0,0.0,0
0000116_01059_d_0000085.jpg,6,16,9.8,0.0,0.0,0
0000116_01059_d_0000085.jpg,5,14,8.37,0.0,0.0,0
0000116_01059_d_0000085.jpg,4,12,6.93,0.0,0.0,0
0000116_01059_d_0000085.jpg,4,9,6.0,0.0,0.0,0
0000116_01059_d_0000085.jpg,4,10,6.32,0.0,0.0,0
0000116_01059_d_0000085.jpg,3,11,5.74,0.0,0.0,0
0000116_01059_d_0000085.jpg,3,11,5.74,0.0,0.0,0
0000116_01059_d_0000085.jpg,4,10,6.32,0.0,0.0,0
0000116_01059_d_0000085.jpg,4,11,6.63,0.0,0.0,0
0000116_01059_d_0000085.jpg,4,11,6.63,0.0,0.0,0
0000116_01059_d_0000085.jpg,5,11,7.42,0.0,0.0,0
0000129_02411_d_0000138.jpg,10,14,11.83,0.0,0.0,0
0000129_02411_d_0000138.jpg,7,16,10.58,0.0,0.0,0
0000129_02411_d_0000138.jpg,8,17,11.66,0.0,0.0,0
0000129_02411_d_0000138.jpg,7,16,10.58,0.0,0.0,0
0000129_02411_d_0000138.jpg,5,19,9.75,0.0,0.0,0
0000129_02411_d_0000138.jpg,7,18,11.22,0.0,0.0,0
0000129_02411_d_0000138.jpg,7,21,12.12,0.0,0.0,0
0000129_02411_d_0000138.jpg,10,19,13.78,0.0,0.0,0
0000129_02411_d_0000138.jpg,8,13,10.2,0.0,0.0,0
0000129_02411_d_0000138.jpg,8,14,10.58,0.0,0.0,0
0000129_02411_d_0000138.jpg,12,10,10.95,0.0,0.0,0
0000129_02411_d_0000138.jpg,10,12,10.95,0.0,0.0,0
0000129_02411_d_0000138.jpg,9,12,10.39,0.0,0.0,0
0000129_02411_d_0000138.jpg,10,17,13.04,0.0,0.0,0
0000129_02411_d_0000138.jpg,10,16,12.65,0.0,0.0,0
0000129_02411_d_0000138.jpg,11,14,12.41,0.0,0.0,0
0000129_02411_d_0000138.jpg,12,13,12.49,0.0,0.0,0
0000129_02411_d_0000138.jpg,11,10,10.49,0.0,0.0,0
0000129_02411_d_0000138.jpg,7,11,8.77,0.0,0.0,0
0000129_02411_d_0000138.jpg,7,8,7.48,0.0,0.0,0
0000129_02411_d_0000138.jpg,8,12,9.8,0.0,0.0,0
0000129_02411_d_0000138.jpg,7,10,8.37,0.0,0.0,0
0000129_02411_d_0000138.jpg,8,11,9.38,0.0,0.0,0
0000129_02411_d_0000138.jpg,12,15,13.42,0.0,0.0,0
0000129_02411_d_0000138.jpg,7,8,7.48,0.0,0.0,0
0000129_02411_d_0000138.jpg,10,11,10.49,0.0,0.0,0
0000129_02411_d_0000138.jpg,9,14,11.22,0.0,0.0,0
0000129_02411_d_0000138.jpg,7,10,8.37,0.0,0.0,0
0000129_02411_d_0000138.jpg,7,10,8.37,0.0,0.0,0
0000129_02411_d_0000138.jpg,10,9,9.49,0.0,0.0,0
0000129_02411_d_0000138.jpg,9,10,9.49,0.0,0.0,0
0000129_02411_d_0000138.jpg,8,12,9.8,0.0,0.0,0
0000129_02411_d_0000138.jpg,7,13,9.54,0.0,0.0,0
0000129_02411_d_0000138.jpg,8,16,11.31,0.0,0.0,0
0000129_02411_d_0000138.jpg,7,12,9.17,0.0,0.0,0
0000129_02411_d_0000138.jpg,11,16,13.27,0.0,0.0,0
0000129_02411_d_0000138.jpg,7,13,9.54,0.0,0.0,0
0000129_02411_d_0000138.jpg,7,11,8.77,0.0,0.0,0
0000129_02411_d_0000138.jpg,7,12,9.17,0.0,0.0,0
0000129_02411_d_0000138.jpg,7,13,9.54,0.0,0.0,0
0000129_02411_d_0000138.jpg,9,15,11.62,0.0,0.0,0
0000129_02411_d_0000138.jpg,9,15,11.62,0.0,0.0,0
0000129_02411_d_0000138.jpg,10,12,10.95,0.0,0.0,0
0000129_02411_d_0000138.jpg,11,14,12.41,0.0,0.0,0
0000129_02411_d_0000138.jpg,10,13,11.4,0.0,0.0,0
0000129_02411_d_0000138.jpg,13,12,12.49,0.0,0.0,0
0000153_00001_d_0000001.jpg,19,49,30.51,0.6969,0.6599,1
0000153_00001_d_0000001.jpg,24,36,29.39,0.7078,0.4802,1
0000153_00001_d_0000001.jpg,12,26,17.66,0.246,0.5367,0
0000153_00001_d_0000001.jpg,13,33,20.71,0.3129,0.4897,0
0000153_00001_d_0000001.jpg,15,26,19.75,0.6738,0.6793,1
0000153_00001_d_0000001.jpg,13,26,18.38,0.6175,0.3549,1
0000153_00001_d_0000001.jpg,13,22,16.91,0.4937,0.3964,0
0000153_00001_d_0000001.jpg,16,31,22.27,0.831,0.3198,1
0000153_00001_d_0000001.jpg,8,13,10.2,0.0822,0.3244,0
0000153_00001_d_0000001.jpg,7,14,9.9,0.0,0.0,0
0000153_00001_d_0000001.jpg,9,16,12.0,0.5496,0.2837,1
0000153_00001_d_0000001.jpg,8,14,10.58,0.3413,0.1606,0
0000153_00001_d_0000001.jpg,6,12,8.49,0.1808,0.2495,0
0000153_00001_d_0000001.jpg,6,9,7.35,0.0,0.0,0
0000153_00001_d_0000001.jpg,6,9,7.35,0.0,0.0,0
0000153_00001_d_0000001.jpg,5,10,7.07,0.0,0.0,0
0000153_00001_d_0000001.jpg,16,29,21.54,0.5802,0.6328,1
0000153_00001_d_0000001.jpg,13,31,20.07,0.1046,0.4765,0
0000153_00401_d_0000001.jpg,11,26,16.91,0.459,0.2565,0
0000153_00401_d_0000001.jpg,9,23,14.39,0.6548,0.3279,1
0000153_00401_d_0000001.jpg,10,22,14.83,0.5511,0.2899,1
0000153_00401_d_0000001.jpg,15,28,20.49,0.5268,0.5669,1
0000153_00401_d_0000001.jpg,3,8,4.9,0.0,0.0,0
0000153_00401_d_0000001.jpg,7,17,10.91,0.5168,0.7185,1
0000153_00401_d_0000001.jpg,8,16,11.31,0.0,0.0,0
0000153_00401_d_0000001.jpg,6,13,8.83,0.0,0.0,0
0000153_00401_d_0000001.jpg,5,11,7.42,0.0,0.0,0
0000153_00401_d_0000001.jpg,4,12,6.93,0.0,0.0,0
0000153_00401_d_0000001.jpg,4,10,6.32,0.0,0.0,0
0000153_00401_d_0000001.jpg,21,24,22.45,0.0,0.0,0
0000153_00401_d_0000001.jpg,15,41,24.8,0.0,0.0,0
0000153_00401_d_0000001.jpg,25,35,29.58,0.0,0.0,0
0000153_00401_d_0000001.jpg,23,42,31.08,0.0,0.0,0
0000153_00401_d_0000001.jpg,19,38,26.87,0.682,0.5133,1
0000153_00401_d_0000001.jpg,9,34,17.49,0.3527,0.2683,0
0000153_00401_d_0000001.jpg,19,42,28.25,0.7982,0.4843,1
0000153_00801_d_0000001.jpg,9,24,14.7,0.0,0.0,0
0000153_00801_d_0000001.jpg,7,12,9.17,0.0,0.0,0
0000153_00801_d_0000001.jpg,6,11,8.12,0.0,0.0,0
0000153_00801_d_0000001.jpg,6,15,9.49,0.0,0.0,0
0000153_00801_d_0000001.jpg,4,8,5.66,0.0,0.0,0
0000153_00801_d_0000001.jpg,4,9,6.0,0.0,0.0,0
0000153_00801_d_0000001.jpg,4,15,7.75,0.3617,0.1693,0
0000153_00801_d_0000001.jpg,5,11,7.42,0.0038,0.2156,0
0000153_00801_d_0000001.jpg,4,10,6.32,0.0,0.0,0
0000153_00801_d_0000001.jpg,5,11,7.42,0.3558,0.1527,0
0000153_00801_d_0000001.jpg,5,7,5.92,0.0,0.0,0
0000153_00801_d_0000001.jpg,3,6,4.24,0.0,0.0,0
0000153_00801_d_0000001.jpg,3,6,4.24,0.0,0.0,0
0000153_00801_d_0000001.jpg,26,40,32.25,0.6741,0.6929,1
0000153_01201_d_0000001.jpg,4,8,5.66,0.0,0.0,0
0000153_01201_d_0000001.jpg,4,6,4.9,0.0,0.0,0
0000153_01201_d_0000001.jpg,5,9,6.71,0.0,0.0,0
0000153_01201_d_0000001.jpg,4,8,5.66,0.0,0.0,0
0000153_01201_d_0000001.jpg,5,6,5.48,0.0,0.0,0
0000153_01201_d_0000001.jpg,4,7,5.29,0.0,0.0,0
0000153_01201_d_0000001.jpg,4,7,5.29,0.0,0.0,0
0000153_01201_d_0000001.jpg,5,9,6.71,0.0,0.0,0
0000153_01201_d_0000001.jpg,8,12,9.8,0.0,0.0,0
0000153_01201_d_0000001.jpg,8,13,10.2,0.0,0.0,0
0000153_01201_d_0000001.jpg,4,12,6.93,0.0,0.0,0
0000153_01201_d_0000001.jpg,8,10,8.94,0.0,0.0,0
0000153_01201_d_0000001.jpg,10,18,13.42,0.0,0.0,0
0000153_01201_d_0000001.jpg,9,11,9.95,0.0,0.0,0
0000153_01201_d_0000001.jpg,11,22,15.56,0.0,0.0,0
0000153_01201_d_0000001.jpg,6,10,7.75,0.0,0.0,0
0000153_01201_d_0000001.jpg,6,9,7.35,0.0,0.0,0
0000153_01201_d_0000001.jpg,5,13,8.06,0.0,0.0,0
0000153_01201_d_0000001.jpg,10,14,11.83,0.5283,0.2922,1
0000153_01201_d_0000001.jpg,11,15,12.85,0.0,0.0,0
0000153_01201_d_0000001.jpg,7,18,11.22,0.0,0.0,0
0000153_01201_d_0000001.jpg,15,25,19.36,0.2201,0.2594,0
0000153_01201_d_0000001.jpg,12,22,16.25,0.0,0.0,0
0000153_01201_d_0000001.jpg,15,34,22.58,0.0,0.0,0
0000153_01201_d_0000001.jpg,21,47,31.42,0.8121,0.3202,1
0000153_01201_d_0000001.jpg,14,18,15.87,0.0,0.0,0
0000153_01201_d_0000001.jpg,11,19,14.46,0.0,0.0,0
0000153_01201_d_0000001.jpg,5,12,7.75,0.0,0.0,0
0000153_01201_d_0000001.jpg,3,7,4.58,0.0,0.0,0
0000153_01201_d_0000001.jpg,5,7,5.92,0.0,0.0,0
0000153_01201_d_0000001.jpg,2,6,3.46,0.0,0.0,0
0000153_01201_d_0000001.jpg,3,7,4.58,0.0,0.0,0
0000153_01601_d_0000001.jpg,14,32,21.17,0.9377,0.6839,1
0000153_01601_d_0000001.jpg,12,14,12.96,0.0,0.0,0
0000153_01601_d_0000001.jpg,17,25,20.62,0.5977,0.6531,1
0000153_01601_d_0000001.jpg,10,17,13.04,0.3914,0.1693,0
0000153_01601_d_0000001.jpg,9,18,12.73,0.3164,0.5869,0
0000153_01601_d_0000001.jpg,11,21,15.2,0.0,0.0,0
0000153_01601_d_0000001.jpg,21,34,26.72,0.5769,0.417,1
0000153_01601_d_0000001.jpg,5,8,6.32,0.0,0.0,0
0000153_01601_d_0000001.jpg,6,10,7.75,0.3041,0.228,0
0000153_01601_d_0000001.jpg,8,18,12.0,0.3809,0.6195,0
0000153_01601_d_0000001.jpg,7,15,10.25,0.2345,0.5266,0
0000153_01601_d_0000001.jpg,9,14,11.22,0.0,0.0,0
0000153_01601_d_0000001.jpg,9,14,11.22,0.0,0.0,0
0000153_01601_d_0000001.jpg,7,8,7.48,0.0,0.0,0
0000153_01601_d_0000001.jpg,6,9,7.35,0.3588,0.1812,0
0000153_01601_d_0000001.jpg,8,8,8.0,0.0,0.0,0
0000153_01601_d_0000001.jpg,7,9,7.94,0.0,0.0,0
0000153_01601_d_0000001.jpg,6,9,7.35,0.0,0.0,0
0000153_01601_d_0000001.jpg,5,7,5.92,0.0,0.0,0
0000153_01601_d_0000001.jpg,5,6,5.48,0.0,0.0,0
0000153_01601_d_0000001.jpg,4,5,4.47,0.0,0.0,0
0000153_01601_d_0000001.jpg,4,6,4.9,0.0,0.0,0
0000153_01601_d_0000001.jpg,7,10,8.37,0.1374,0.1753,0
0000153_01601_d_0000001.jpg,7,10,8.37,0.3471,0.1512,0
0000153_01601_d_0000001.jpg,7,8,7.48,0.0,0.0,0
0000153_01601_d_0000001.jpg,5,6,5.48,0.0,0.0,0
0000153_01601_d_0000001.jpg,7,8,7.48,0.0,0.0,0
0000153_01601_d_0000001.jpg,10,26,16.12,0.0,0.0,0
0000153_01801_d_0000001.jpg,10,25,15.81,0.0,0.0,0
0000153_01801_d_0000001.jpg,10,13,11.4,0.4176,0.1849,0
0000153_01801_d_0000001.jpg,12,24,16.97,0.5679,0.3717,1
0000153_01801_d_0000001.jpg,7,16,10.58,0.0,0.0,0
0000153_01801_d_0000001.jpg,5,11,7.42,0.0,0.0,0
0000153_01801_d_0000001.jpg,4,9,6.0,0.0,0.0,0
0000153_01801_d_0000001.jpg,2,7,3.74,0.0,0.0,0
0000153_01801_d_0000001.jpg,3,7,4.58,0.0,0.0,0
0000153_01801_d_0000001.jpg,8,18,12.0,0.507,0.3199,1
0000153_01801_d_0000001.jpg,14,20,16.73,0.0,0.0,0
0000153_01801_d_0000001.jpg,10,18,13.42,0.0,0.0,0
0000153_01801_d_0000001.jpg,9,20,13.42,0.3763,0.1604,0
0000153_01801_d_0000001.jpg,6,12,8.49,0.0,0.0,0
0000153_01801_d_0000001.jpg,7,14,9.9,0.0,0.0,0
0000153_01801_d_0000001.jpg,8,10,8.94,0.0,0.0,0
0000153_01801_d_0000001.jpg,4,8,5.66,0.0,0.0,0
0000153_01801_d_0000001.jpg,4,6,4.9,0.0,0.0,0
0000153_01801_d_0000001.jpg,4,5,4.47,0.0,0.0,0
0000153_01801_d_0000001.jpg,5,7,5.92,0.0,0.0,0
0000153_01801_d_0000001.jpg,4,5,4.47,0.0,0.0,0
0000153_01801_d_0000001.jpg,7,20,11.83,0.0,0.0,0
0000153_01801_d_0000001.jpg,7,19,11.53,0.0,0.0,0
0000154_00001_d_0000001.jpg,11,24,16.25,0.6213,0.2099,1
0000154_00001_d_0000001.jpg,9,27,15.59,0.0,0.0,0
0000154_00001_d_0000001.jpg,16,21,18.33,0.0,0.0,0
0000154_00001_d_0000001.jpg,15,28,20.49,0.0,0.0,0
0000154_00001_d_0000001.jpg,10,21,14.49,0.1954,0.2041,0
0000154_00001_d_0000001.jpg,10,19,13.78,0.5623,0.4954,1
0000154_00001_d_0000001.jpg,22,30,25.69,0.8026,0.5503,1
0000154_00001_d_0000001.jpg,7,11,8.77,0.3888,0.151,0
0000154_00001_d_0000001.jpg,5,10,7.07,0.0,0.0,0
0000154_00001_d_0000001.jpg,7,9,7.94,0.0,0.0,0
0000154_00001_d_0000001.jpg,5,9,6.71,0.0,0.0,0
0000154_00001_d_0000001.jpg,4,8,5.66,0.0,0.0,0
0000154_00001_d_0000001.jpg,7,11,8.77,0.0,0.0,0
0000154_00001_d_0000001.jpg,7,14,9.9,0.0,0.0,0
0000154_00001_d_0000001.jpg,8,11,9.38,0.0,0.0,0
0000154_00001_d_0000001.jpg,4,8,5.66,0.0,0.0,0
0000154_00001_d_0000001.jpg,5,6,5.48,0.0,0.0,0
0000154_00001_d_0000001.jpg,4,7,5.29,0.0,0.0,0
0000154_00001_d_0000001.jpg,4,6,4.9,0.0,0.0,0
0000154_00001_d_0000001.jpg,5,7,5.92,0.0,0.0,0
0000154_00401_d_0000001.jpg,16,34,23.32,0.6614,0.4889,1
0000154_00401_d_0000001.jpg,13,18,15.3,0.0,0.0,0
0000154_00401_d_0000001.jpg,8,15,10.95,0.5703,0.1906,1
0000154_00401_d_0000001.jpg,8,13,10.2,0.4935,0.1916,0
0000154_00401_d_0000001.jpg,7,12,9.17,0.0,0.0,0
0000154_00401_d_0000001.jpg,7,9,7.94,0.1916,0.1883,0
0000154_00401_d_0000001.jpg,7,9,7.94,0.0,0.0,0
0000154_00401_d_0000001.jpg,8,12,9.8,0.0,0.0,0
0000154_00401_d_0000001.jpg,11,18,14.07,0.0,0.0,0
0000154_00401_d_0000001.jpg,7,12,9.17,0.0,0.0,0
0000154_00401_d_0000001.jpg,5,8,6.32,0.0,0.0,0
0000154_00401_d_0000001.jpg,17,19,17.97,0.0,0.0,0
0000154_00401_d_0000001.jpg,24,46,33.23,0.5873,0.1551,1
0000154_00401_d_0000001.jpg,24,28,25.92,0.0,0.0,0
0000154_00401_d_0000001.jpg,11,22,15.56,0.0,0.0,0
0000154_00401_d_0000001.jpg,4,7,5.29,0.0,0.0,0
0000154_00401_d_0000001.jpg,4,9,6.0,0.0,0.0,0
0000154_00401_d_0000001.jpg,4,6,4.9,0.0,0.0,0
0000154_00401_d_0000001.jpg,4,7,5.29,0.0,0.0,0
0000154_00401_d_0000001.jpg,4,6,4.9,0.0,0.0,0
0000154_00801_d_0000001.jpg,3,7,4.58,0.0,0.0,0
0000154_00801_d_0000001.jpg,3,8,4.9,0.0,0.0,0
0000154_00801_d_0000001.jpg,4,8,5.66,0.0,0.0,0
0000154_00801_d_0000001.jpg,4,11,6.63,0.0,0.0,0
0000154_00801_d_0000001.jpg,8,10,8.94,0.0,0.0,0
0000154_00801_d_0000001.jpg,7,12,9.17,0.0,0.0,0
0000154_00801_d_0000001.jpg,6,13,8.83,0.0,0.0,0
0000154_00801_d_0000001.jpg,7,19,11.53,0.0,0.0,0
0000154_00801_d_0000001.jpg,7,11,8.77,0.0,0.0,0
0000154_00801_d_0000001.jpg,5,9,6.71,0.0,0.0,0
0000154_00801_d_0000001.jpg,4,8,5.66,0.0,0.0,0
0000154_00801_d_0000001.jpg,5,14,8.37,0.0,0.0,0
0000154_00801_d_0000001.jpg,5,8,6.32,0.0,0.0,0
0000154_00801_d_0000001.jpg,7,8,7.48,0.0,0.0,0
0000154_00801_d_0000001.jpg,5,10,7.07,0.0709,0.2967,0
0000154_00801_d_0000001.jpg,9,16,12.0,0.4916,0.2997,0
0000154_00801_d_0000001.jpg,7,10,8.37,0.0,0.0,0
0000154_00801_d_0000001.jpg,4,8,5.66,0.0,0.0,0
0000154_00801_d_0000001.jpg,6,10,7.75,0.0,0.0,0
0000154_00801_d_0000001.jpg,7,16,10.58,0.0,0.0,0
0000154_00801_d_0000001.jpg,12,25,17.32,0.6827,0.3684,1
0000154_00801_d_0000001.jpg,16,27,20.78,0.6146,0.5158,1
0000154_00801_d_0000001.jpg,17,24,20.2,0.0,0.0,0
0000154_00801_d_0000001.jpg,17,21,18.89,0.0,0.0,0
0000154_00801_d_0000001.jpg,21,31,25.51,0.7103,0.1916,1
0000154_00801_d_0000001.jpg,24,31,27.28,0.8325,0.5995,1
0000154_00801_d_0000001.jpg,19,26,22.23,0.3237,0.6411,0
0000154_00801_d_0000001.jpg,4,12,6.93,0.0,0.0,0
0000154_00801_d_0000001.jpg,5,8,6.32,0.0,0.0,0
0000154_01201_d_0000001.jpg,15,41,24.8,0.8437,0.6391,1
0000154_01201_d_0000001.jpg,11,38,20.45,0.774,0.557,1
0000154_01201_d_0000001.jpg,14,36,22.45,0.7163,0.3746,1
0000154_01201_d_0000001.jpg,10,31,17.61,0.7319,0.1777,1
0000154_01201_d_0000001.jpg,10,17,13.04,0.0,0.0,0
0000154_01201_d_0000001.jpg,7,17,10.91,0.0,0.0,0
0000154_01201_d_0000001.jpg,8,19,12.33,0.0,0.0,0
0000154_01201_d_0000001.jpg,6,15,9.49,0.0493,0.1513,0
0000154_01201_d_0000001.jpg,5,10,7.07,0.0,0.0,0
0000154_01201_d_0000001.jpg,5,7,5.92,0.0,0.0,0
0000154_01201_d_0000001.jpg,5,5,5.0,0.0,0.0,0
0000154_01201_d_0000001.jpg,7,11,8.77,0.0,0.0,0
0000154_01201_d_0000001.jpg,4,9,6.0,0.0,0.0,0
0000154_01201_d_0000001.jpg,4,9,6.0,0.0,0.0,0
0000154_01201_d_0000001.jpg,5,8,6.32,0.0,0.0,0
0000154_01201_d_0000001.jpg,3,8,4.9,0.0,0.0,0
0000154_01201_d_0000001.jpg,6,20,10.95,0.0,0.0,0
0000154_01201_d_0000001.jpg,12,24,16.97,0.0,0.0,0
0000154_01201_d_0000001.jpg,16,34,23.32,0.5339,0.3954,1
0000154_01201_d_0000001.jpg,12,30,18.97,0.8052,0.1863,1
0000154_01201_d_0000001.jpg,16,33,22.98,0.7784,0.546,1
0000154_01201_d_0000001.jpg,4,10,6.32,0.0,0.0,0
0000154_01201_d_0000001.jpg,5,14,8.37,0.0,0.0,0
0000154_01201_d_0000001.jpg,9,15,11.62,0.0,0.0,0
0000154_01201_d_0000001.jpg,7,13,9.54,0.0,0.0,0
0000154_01201_d_0000001.jpg,6,15,9.49,0.0,0.0,0
0000154_01201_d_0000001.jpg,6,10,7.75,0.0,0.0,0
0000154_01201_d_0000001.jpg,5,9,6.71,0.0,0.0,0
0000154_01201_d_0000001.jpg,5,9,6.71,0.0,0.0,0
0000154_01201_d_0000001.jpg,4,8,5.66,0.0,0.0,0
0000154_01201_d_0000001.jpg,18,28,22.45,0.0,0.0,0
0000154_01201_d_0000001.jpg,24,34,28.57,0.0,0.0,0
0000154_01201_d_0000001.jpg,9,24,14.7,0.0,0.0,0
0000154_01601_d_0000001.jpg,6,12,8.49,0.0,0.0,0
0000154_01601_d_0000001.jpg,4,8,5.66,0.0,0.0,0
0000154_01601_d_0000001.jpg,6,9,7.35,0.0,0.0,0
0000154_01601_d_0000001.jpg,6,12,8.49,0.0,0.0,0
0000154_01601_d_0000001.jpg,8,12,9.8,0.0,0.0,0
0000154_01601_d_0000001.jpg,8,17,11.66,0.0,0.0,0
0000154_01601_d_0000001.jpg,10,18,13.42,0.0,0.0,0
0000154_01601_d_0000001.jpg,7,11,8.77,0.4815,0.2126,0
0000154_01601_d_0000001.jpg,6,11,8.12,0.0,0.0,0
0000154_01601_d_0000001.jpg,9,16,12.0,0.0,0.0,0
0000154_01601_d_0000001.jpg,9,12,10.39,0.0,0.0,0
0000154_01601_d_0000001.jpg,8,15,10.95,0.0,0.0,0
0000154_01601_d_0000001.jpg,10,20,14.14,0.6725,0.2188,1
0000154_01601_d_0000001.jpg,8,12,9.8,0.0,0.0,0
0000154_01601_d_0000001.jpg,15,29,20.86,0.7522,0.2319,1
0000154_01601_d_0000001.jpg,25,39,31.22,0.0,0.0,0
0000154_01601_d_0000001.jpg,6,15,9.49,0.0,0.0,0
0000154_01601_d_0000001.jpg,4,12,6.93,0.0,0.0,0
0000154_01601_d_0000001.jpg,7,8,7.48,0.0,0.0,0
0000154_01601_d_0000001.jpg,6,8,6.93,0.0,0.0,0
0000154_01601_d_0000001.jpg,8,14,10.58,0.0,0.0,0
0000154_01601_d_0000001.jpg,9,22,14.07,0.0,0.0,0
0000154_01601_d_0000001.jpg,9,24,14.7,0.0,0.0,0
0000154_01601_d_0000001.jpg,7,19,11.53,0.0,0.0,0
0000154_01601_d_0000001.jpg,11,27,17.23,0.6917,0.5768,1
0000154_01601_d_0000001.jpg,10,20,14.14,0.0,0.0,0
0000154_01601_d_0000001.jpg,9,22,14.07,0.0,0.0,0
0000154_01601_d_0000001.jpg,23,18,20.35,0.0,0.0,0
0000154_01601_d_0000001.jpg,22,26,23.92,0.7793,0.7349,1
0000154_01601_d_0000001.jpg,4,15,7.75,0.0,0.0,0
0000154_01601_d_0000001.jpg,4,7,5.29,0.0,0.0,0
0000154_01601_d_0000001.jpg,3,11,5.74,0.0,0.0,0
0000154_01601_d_0000001.jpg,8,12,9.8,0.0,0.0,0
0000154_02001_d_0000001.jpg,16,48,27.71,0.5011,0.3034,1
0000154_02001_d_0000001.jpg,14,41,23.96,0.7417,0.5255,1
0000154_02001_d_0000001.jpg,16,36,24.0,0.6821,0.1649,1
0000154_02001_d_0000001.jpg,20,31,24.9,0.2135,0.3396,0
0000154_02001_d_0000001.jpg,14,40,23.66,0.0,0.0,0
0000154_02001_d_0000001.jpg,17,36,24.74,0.3498,0.2972,0
0000154_02001_d_0000001.jpg,18,29,22.85,0.6534,0.4355,1
0000154_02001_d_0000001.jpg,14,28,19.8,0.0,0.0,0
0000154_02001_d_0000001.jpg,14,21,17.15,0.0,0.0,0
0000154_02001_d_0000001.jpg,12,18,14.7,0.0,0.0,0
0000154_02001_d_0000001.jpg,13,25,18.03,0.6951,0.2743,1
0000154_02001_d_0000001.jpg,11,23,15.91,0.0,0.0,0
0000154_02001_d_0000001.jpg,13,20,16.12,0.6657,0.6323,1
0000154_02001_d_0000001.jpg,15,23,18.57,0.0,0.0,0
0000154_02001_d_0000001.jpg,13,30,19.75,0.6608,0.6099,1
